mep_id,start_date,end_date,political_group
123562,05-04-2022,,European Conservatives and Reformists Group
197711,02-07-2019,12-09-2023,Group of the European People's Party (Christian Democrats)
197711,13-09-2023,,Group of the European People's Party (Christian Democrats)
197641,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197792,02-07-2019,24-01-2023,Non-attached Members
197792,25-01-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
185771,02-07-2019,,Identity and Democracy Group
132191,02-07-2019,22-05-2024,Identity and Democracy Group
132191,23-05-2024,,Non-attached Members
209896,20-11-2020,23-11-2020,Non-attached Members
209896,24-11-2020,,Group of the European People's Party (Christian Democrats)
251249,21-12-2023,,The Left group in the European Parliament
197464,02-07-2019,,Group of the Greens/European Free Alliance
124862,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
124862,02-07-2019,,Renew Europe Group
197543,02-07-2019,,Renew Europe Group
2323,10-10-1997,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
2323,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
2323,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
2323,14-07-2009,20-07-2009,Group of the European People's Party (Christian Democrats)
2323,21-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
2323,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
2323,02-07-2019,,Group of the European People's Party (Christian Democrats)
197475,02-07-2019,22-05-2024,Identity and Democracy Group
197475,23-05-2024,,Non-attached Members
197818,02-07-2019,,Renew Europe Group
197804,02-07-2019,,Non-attached Members
197849,02-07-2019,,European Conservatives and Reformists Group
118949,02-07-2019,,Renew Europe Group
197742,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96830,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
96830,16-09-2009,31-08-2010,Group of the European People's Party (Christian Democrats)
96830,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
96830,05-03-2021,,Non-attached Members
197496,02-07-2019,15-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197496,16-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
88715,02-07-2019,17-12-2020,Group of the European United Left
88715,18-12-2020,,The Left group in the European Parliament
197697,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125025,01-07-2014,14-06-2015,Non-attached Members
125025,15-06-2015,15-06-2015,Europe of Nations and Freedom Group
125025,16-06-2015,01-07-2019,Europe of Nations and Freedom Group
125025,01-02-2020,23-10-2022,Identity and Democracy Group
125025,24-10-2022,,Non-attached Members
212855,28-12-2020,,Renew Europe Group
197763,02-07-2019,,Non-attached Members
197647,02-07-2019,,Group of the European People's Party (Christian Democrats)
96885,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96885,01-07-2014,10-09-2017,Group of the Alliance of Liberals and Democrats for Europe
96885,11-09-2017,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
96885,02-07-2019,,Renew Europe Group
202352,02-07-2019,,Non-attached Members
129073,03-11-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
129073,02-07-2019,,Renew Europe Group
96932,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96932,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96932,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197771,02-07-2019,,Group of the European People's Party (Christian Democrats)
96752,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
96752,01-07-2014,01-07-2019,Group of the Greens/European Free Alliance
96752,02-07-2019,,Group of the Greens/European Free Alliance
237224,13-09-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197458,02-07-2019,,Group of the European People's Party (Christian Democrats)
197423,02-07-2019,,Group of the Greens/European Free Alliance
197766,02-07-2019,19-05-2021,European Conservatives and Reformists Group
197766,20-05-2021,,Renew Europe Group
37312,15-10-2006,13-07-2009,Socialist Group in the European Parliament
37312,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
37312,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
37312,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197461,02-07-2019,,Group of the Greens/European Free Alliance
197743,02-07-2019,17-12-2020,Group of the European United Left
197743,18-12-2020,30-01-2024,The Left group in the European Parliament
197743,31-01-2024,,Group of the Greens/European Free Alliance
124856,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124856,16-10-2014,19-10-2014,Non-attached Members
124856,20-10-2014,28-04-2015,Europe of Freedom and Direct Democracy Group
124856,29-04-2015,01-07-2019,Europe of Freedom and Direct Democracy Group
124856,02-07-2019,08-12-2020,Non-attached Members
124856,09-12-2020,,Group of the Greens/European Free Alliance
230085,12-01-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
202112,02-12-2019,,Group of the European People's Party (Christian Democrats)
197800,02-07-2019,15-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197800,16-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125093,01-07-2014,01-07-2019,Non-attached Members
125093,02-07-2019,,Non-attached Members
197571,02-07-2019,17-12-2020,Group of the European United Left
197571,18-12-2020,,The Left group in the European Parliament
204418,01-02-2020,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197513,02-07-2019,,Group of the European People's Party (Christian Democrats)
197410,02-07-2019,,Group of the European People's Party (Christian Democrats)
192635,17-04-2018,01-07-2019,Europe of Nations and Freedom Group
192635,02-07-2019,,Identity and Democracy Group
125063,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125063,02-07-2019,04-05-2022,Group of the European People's Party (Christian Democrats)
125063,05-05-2022,,Renew Europe Group
96787,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
96787,16-09-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96787,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96787,02-07-2019,,Group of the European People's Party (Christian Democrats)
197443,02-07-2019,,Renew Europe Group
28288,20-07-2004,05-02-2006,Group of the European People's Party (Christian Democrats) and European Democrats
28288,06-02-2006,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28288,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
28288,16-09-2009,02-02-2012,Group of the European People's Party (Christian Democrats)
28288,03-02-2012,30-06-2014,Group of the European People's Party (Christian Democrats)
28288,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28288,02-07-2019,16-09-2019,Group of the European People's Party (Christian Democrats)
28288,17-09-2019,,Group of the European People's Party (Christian Democrats)
197721,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
239255,02-11-2022,06-12-2023,Identity and Democracy Group
239255,07-12-2023,16-01-2024,Non-attached Members
239255,17-01-2024,,Group of the European People's Party (Christian Democrats)
197451,02-07-2019,,Group of the Greens/European Free Alliance
197469,02-07-2019,,European Conservatives and Reformists Group
96810,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
96810,16-09-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96810,02-07-2019,,European Conservatives and Reformists Group
197558,02-07-2019,,Renew Europe Group
197770,02-07-2019,,Renew Europe Group
125042,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125042,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197526,02-07-2019,,Renew Europe Group
197490,02-07-2019,,Group of the European People's Party (Christian Democrats)
249603,24-10-2023,,Group of the European People's Party (Christian Democrats)
23868,30-04-2003,30-04-2004,Group of the Party of European Socialists
23868,01-05-2004,19-07-2004,Group of the Party of European Socialists
23868,20-07-2004,13-07-2009,Socialist Group in the European Parliament
23868,14-07-2009,18-01-2012,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23868,19-01-2012,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23868,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23868,02-07-2019,17-10-2023,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23868,18-10-2023,,Non-attached Members
124710,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124710,02-07-2019,,Group of the European People's Party (Christian Democrats)
197692,02-07-2019,,Group of the European People's Party (Christian Democrats)
247737,06-09-2023,,Group of the European People's Party (Christian Democrats)
96998,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96998,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96998,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197518,02-07-2019,,European Conservatives and Reformists Group
198063,02-07-2019,,Non-attached Members
124887,01-07-2014,07-07-2014,European Conservatives and Reformists Group
124887,08-07-2014,12-12-2016,European Conservatives and Reformists Group
124887,13-12-2016,15-01-2017,European Conservatives and Reformists Group
124887,16-01-2017,04-07-2017,European Conservatives and Reformists Group
124887,04-07-2017,04-07-2017,European Conservatives and Reformists Group
124887,05-07-2017,28-02-2018,European Conservatives and Reformists Group
124887,01-03-2018,01-07-2019,European Conservatives and Reformists Group
124887,02-07-2019,,European Conservatives and Reformists Group
28226,20-07-2004,09-04-2007,Group of the European People's Party (Christian Democrats) and European Democrats
28226,10-04-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28226,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
28226,16-09-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28226,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28226,02-07-2019,,Group of the European People's Party (Christian Democrats)
28615,20-07-2004,13-11-2004,Union for Europe of the Nations Group
28615,14-11-2004,16-05-2006,Union for Europe of the Nations Group
28615,17-05-2006,19-07-2007,Union for Europe of the Nations Group
28615,20-07-2007,13-07-2009,Union for Europe of the Nations Group
28615,14-07-2009,15-07-2009,European Conservatives and Reformists Group
28615,16-07-2009,30-06-2014,European Conservatives and Reformists Group
28615,01-07-2014,12-12-2016,European Conservatives and Reformists Group
28615,13-12-2016,04-07-2017,European Conservatives and Reformists Group
28615,05-07-2017,24-10-2017,European Conservatives and Reformists Group
28615,25-10-2017,01-07-2019,European Conservatives and Reformists Group
28615,02-07-2019,04-04-2022,European Conservatives and Reformists Group
28615,05-04-2022,,European Conservatives and Reformists Group
197722,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197608,02-07-2019,,Identity and Democracy Group
197412,02-07-2019,,Group of the European People's Party (Christian Democrats)
197421,02-07-2019,,Group of the European People's Party (Christian Democrats)
30482,04-01-2012,30-06-2014,Confederal Group of the European United Left
30482,01-07-2014,14-12-2015,Confederal Group of the European United Left
30482,15-12-2015,11-01-2017,Confederal Group of the European United Left
30482,12-01-2017,01-07-2019,Confederal Group of the European United Left
30482,02-07-2019,17-12-2020,Group of the European United Left
30482,18-12-2020,,The Left group in the European Parliament
197418,02-07-2019,,Renew Europe Group
135511,02-07-2019,24-01-2024,Renew Europe Group
135511,25-01-2024,,Renew Europe Group
202036,01-12-2019,,Group of the European People's Party (Christian Democrats)
197544,02-07-2019,,European Conservatives and Reformists Group
197506,02-07-2019,,Group of the Greens/European Free Alliance
197618,02-07-2019,17-10-2022,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197618,18-10-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125068,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125068,02-07-2019,,Group of the European People's Party (Christian Democrats)
38595,02-05-2007,09-12-2007,Socialist Group in the European Parliament
38595,10-12-2007,13-07-2009,Socialist Group in the European Parliament
38595,14-07-2009,25-05-2011,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
38595,26-05-2011,18-01-2012,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
38595,19-01-2012,06-05-2012,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
38595,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96750,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
96750,02-07-2019,,Group of the Greens/European Free Alliance
243912,06-04-2023,28-04-2024,Identity and Democracy Group
243912,29-04-2024,,Non-attached Members
128483,02-07-2019,22-05-2024,Identity and Democracy Group
128483,23-05-2024,,Non-attached Members
197481,02-07-2019,22-05-2024,Identity and Democracy Group
197481,23-05-2024,,Non-attached Members
96648,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
96648,01-07-2014,01-07-2019,Group of the Greens/European Free Alliance
96648,02-07-2019,13-09-2022,Group of the Greens/European Free Alliance
96648,14-09-2022,12-10-2022,Group of the Greens/European Free Alliance
96648,13-10-2022,,Group of the Greens/European Free Alliance
39725,10-12-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
39725,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
39725,16-09-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
39725,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
39725,02-07-2019,,Group of the European People's Party (Christian Democrats)
96852,14-07-2009,08-07-2012,Confederal Group of the European United Left
96852,09-07-2012,30-06-2014,Confederal Group of the European United Left
96852,01-07-2014,14-12-2015,Confederal Group of the European United Left
96852,15-12-2015,11-01-2017,Confederal Group of the European United Left
96852,12-01-2017,01-07-2019,Confederal Group of the European United Left
96852,02-07-2019,17-12-2020,Group of the European United Left
96852,18-12-2020,,The Left group in the European Parliament
124586,15-05-2014,30-06-2014,Group of the European People's Party (Christian Democrats)
124586,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
124586,05-03-2021,,Non-attached Members
197549,02-07-2019,,Group of the Greens/European Free Alliance
251324,03-01-2024,,Group of the European People's Party (Christian Democrats)
124738,01-07-2014,14-06-2015,Non-attached Members
124738,15-06-2015,01-07-2019,Europe of Nations and Freedom Group
124738,02-07-2019,,Identity and Democracy Group
107212,24-11-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
107212,02-07-2019,,Group of the European People's Party (Christian Democrats)
124929,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124929,02-07-2019,,Group of the European People's Party (Christian Democrats)
185341,24-10-2016,01-07-2019,Group of the European People's Party (Christian Democrats)
185341,02-07-2019,24-01-2022,Group of the European People's Party (Christian Democrats)
185341,25-01-2022,,Group of the European People's Party (Christian Democrats)
197525,02-07-2019,16-09-2019,Group of the European People's Party (Christian Democrats)
197525,17-09-2019,,Group of the European People's Party (Christian Democrats)
250572,30-11-2023,,The Left group in the European Parliament
197517,02-07-2019,,Group of the European People's Party (Christian Democrats)
34578,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124799,01-07-2014,01-02-2015,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124799,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28400,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28400,14-07-2009,15-09-2009,Group of the European People's Party (Christian Democrats)
28400,16-09-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28400,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28400,02-07-2019,,Group of the European People's Party (Christian Democrats)
101585,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
256134,14-05-2024,,European Conservatives and Reformists Group
28429,20-07-2004,14-01-2007,Non-attached Members
28429,15-01-2007,13-11-2007,"Identity, Tradition and Sovereignty Group"
28429,14-11-2007,28-04-2008,Non-attached Members
28429,01-07-2014,29-11-2016,Group of the European People's Party (Christian Democrats)
28429,30-11-2016,11-12-2016,Non-attached Members
28429,12-12-2016,01-07-2019,Group of the European People's Party (Christian Democrats)
28429,02-11-2022,,Group of the European People's Party (Christian Democrats)
124784,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124784,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
190518,08-11-2017,01-07-2019,Europe of Freedom and Direct Democracy Group
190518,02-07-2019,13-02-2022,Identity and Democracy Group
190518,14-02-2022,,Non-attached Members
96772,14-07-2009,15-12-2010,Group of the European People's Party (Christian Democrats)
96772,16-12-2010,30-06-2014,Group of the European People's Party (Christian Democrats)
96772,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96772,02-07-2019,,Group of the European People's Party (Christian Democrats)
197520,02-07-2019,,European Conservatives and Reformists Group
124822,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124822,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
5392,04-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112748,01-04-2012,30-06-2013,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112748,01-07-2013,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112748,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112748,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197576,02-07-2019,18-10-2021,Renew Europe Group
197576,19-10-2021,,Renew Europe Group
197404,02-07-2019,,Group of the European People's Party (Christian Democrats)
4246,20-07-1999,29-09-1999,Group of the European People's Party (Christian Democrats) and European Democrats
4246,30-09-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
4246,20-07-2004,13-11-2004,Group of the European People's Party (Christian Democrats) and European Democrats
4246,14-11-2004,14-02-2007,Group of the European People's Party (Christian Democrats) and European Democrats
4246,15-02-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
4246,14-07-2009,24-11-2009,Group of the European People's Party (Christian Democrats)
4246,25-11-2009,02-02-2012,Group of the European People's Party (Christian Democrats)
4246,03-02-2012,30-06-2014,Group of the European People's Party (Christian Democrats)
4246,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
4246,02-07-2019,,Group of the European People's Party (Christian Democrats)
197691,02-07-2019,,Identity and Democracy Group
28372,20-07-2004,14-11-2006,Non-attached Members
28372,15-11-2006,28-08-2007,Union for Europe of the Nations Group
28372,29-08-2007,13-07-2009,Union for Europe of the Nations Group
28372,14-07-2009,30-06-2014,European Conservatives and Reformists Group
28372,01-07-2014,07-07-2014,European Conservatives and Reformists Group
28372,08-07-2014,28-02-2018,European Conservatives and Reformists Group
28372,01-03-2018,01-07-2019,European Conservatives and Reformists Group
28372,02-07-2019,,European Conservatives and Reformists Group
197416,02-07-2019,17-12-2020,Group of the European United Left
197416,18-12-2020,,The Left group in the European Parliament
124833,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124833,16-10-2014,19-10-2014,Non-attached Members
124833,20-10-2014,01-07-2019,Europe of Freedom and Direct Democracy Group
124833,02-07-2019,,Non-attached Members
197777,02-07-2019,,Group of the European People's Party (Christian Democrats)
124891,01-07-2014,28-02-2018,European Conservatives and Reformists Group
124891,01-03-2018,07-03-2018,European Conservatives and Reformists Group
124891,08-03-2018,01-07-2019,European Conservatives and Reformists Group
124891,02-07-2019,20-11-2019,European Conservatives and Reformists Group
124891,21-11-2019,,European Conservatives and Reformists Group
197690,02-07-2019,,Identity and Democracy Group
197441,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197619,02-07-2019,,Non-attached Members
124691,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124691,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124884,01-07-2014,12-12-2016,European Conservatives and Reformists Group
124884,13-12-2016,01-07-2019,European Conservatives and Reformists Group
124884,02-07-2019,,European Conservatives and Reformists Group
125104,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125104,02-07-2019,,Group of the European People's Party (Christian Democrats)
96933,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96933,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96933,02-07-2019,,Group of the European People's Party (Christian Democrats)
96837,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96837,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96837,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28141,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28141,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28141,15-09-2017,01-07-2019,Group of the European People's Party (Christian Democrats)
28141,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
28141,05-03-2021,,Non-attached Members
28353,20-07-2004,22-11-2005,Union for Europe of the Nations Group
28353,01-07-2014,15-07-2014,European Conservatives and Reformists Group
28353,16-07-2014,12-12-2016,European Conservatives and Reformists Group
28353,13-12-2016,15-01-2017,European Conservatives and Reformists Group
28353,16-01-2017,04-07-2017,European Conservatives and Reformists Group
28353,04-07-2017,04-07-2017,European Conservatives and Reformists Group
28353,05-07-2017,28-02-2018,European Conservatives and Reformists Group
28353,01-03-2018,01-07-2019,European Conservatives and Reformists Group
28353,02-07-2019,,European Conservatives and Reformists Group
197573,02-07-2019,10-01-2022,Group of the Greens/European Free Alliance
197573,11-01-2022,,Group of the Greens/European Free Alliance
197801,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197802,02-07-2019,,Group of the Greens/European Free Alliance
124835,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124835,16-10-2014,19-10-2014,Non-attached Members
124835,20-10-2014,01-07-2019,Europe of Freedom and Direct Democracy Group
124835,02-07-2019,08-12-2020,Non-attached Members
124835,09-12-2020,,Group of the Greens/European Free Alliance
124747,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124747,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197719,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197810,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197846,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
236051,29-07-2022,,Identity and Democracy Group
124836,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124836,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
238674,12-10-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197545,02-07-2019,,European Conservatives and Reformists Group
197563,02-07-2019,,Renew Europe Group
96922,14-07-2009,19-07-2009,Group of the Alliance of Liberals and Democrats for Europe
96922,20-07-2009,30-06-2014,Group of the Alliance of Liberals and Democrats for Europe
96922,01-07-2014,04-11-2014,Group of the Alliance of Liberals and Democrats for Europe
96922,05-11-2014,31-01-2017,Group of the Alliance of Liberals and Democrats for Europe
96922,01-02-2017,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
96922,02-07-2019,,Renew Europe Group
198490,10-07-2019,,European Conservatives and Reformists Group
197482,02-07-2019,22-05-2024,Identity and Democracy Group
197482,23-05-2024,,Non-attached Members
124766,01-07-2014,04-11-2014,Group of the Alliance of Liberals and Democrats for Europe
124766,05-11-2014,31-01-2017,Group of the Alliance of Liberals and Democrats for Europe
124766,01-02-2017,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
124766,02-07-2019,,Renew Europe Group
197507,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
214839,04-02-2021,,Renew Europe Group
239972,22-11-2022,,Renew Europe Group
197463,02-07-2019,,Renew Europe Group
197769,02-07-2019,07-12-2021,Group of the European People's Party (Christian Democrats)
197769,08-12-2021,,Renew Europe Group
197764,02-07-2019,,Non-attached Members
204421,01-02-2020,,Identity and Democracy Group
124936,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124936,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197542,02-07-2019,,Group of the European People's Party (Christian Democrats)
124696,01-07-2014,31-10-2014,Group of the Alliance of Liberals and Democrats for Europe
124696,02-07-2019,,Renew Europe Group
239973,22-11-2022,,Renew Europe Group
124701,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124701,02-07-2019,,Group of the European People's Party (Christian Democrats)
96808,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96808,21-05-2019,01-07-2019,Group of the European People's Party (Christian Democrats)
96808,02-07-2019,,Group of the European People's Party (Christian Democrats)
197455,02-07-2019,,Group of the European People's Party (Christian Democrats)
251859,12-01-2024,,Renew Europe Group
208722,08-10-2020,,Group of the Greens/European Free Alliance
197551,02-07-2019,,Renew Europe Group
97058,14-07-2009,30-06-2014,Group of the Alliance of Liberals and Democrats for Europe
97058,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
97058,02-07-2019,,Renew Europe Group
96934,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96934,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96934,02-07-2019,16-09-2019,Group of the European People's Party (Christian Democrats)
96934,17-09-2019,24-01-2022,Group of the European People's Party (Christian Democrats)
96934,25-01-2022,,Group of the European People's Party (Christian Democrats)
234344,20-05-2022,,Renew Europe Group
197574,02-07-2019,,Group of the Greens/European Free Alliance
96829,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96829,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96829,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
96829,05-03-2021,,Non-attached Members
23712,23-04-2003,30-04-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23712,01-05-2004,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23712,20-07-2004,30-08-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23712,31-08-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
23712,14-07-2009,15-07-2009,European Conservatives and Reformists Group
23712,16-07-2009,17-02-2010,European Conservatives and Reformists Group
23712,18-02-2010,07-03-2011,European Conservatives and Reformists Group
23712,08-03-2011,12-12-2011,European Conservatives and Reformists Group
23712,13-12-2011,30-06-2014,European Conservatives and Reformists Group
23712,01-07-2014,12-12-2016,European Conservatives and Reformists Group
23712,13-12-2016,10-01-2017,European Conservatives and Reformists Group
23712,11-01-2017,15-01-2017,European Conservatives and Reformists Group
23712,16-01-2017,04-07-2017,European Conservatives and Reformists Group
23712,05-07-2017,24-10-2017,European Conservatives and Reformists Group
23712,25-10-2017,07-01-2018,European Conservatives and Reformists Group
23712,08-01-2018,03-07-2018,European Conservatives and Reformists Group
23712,04-07-2018,01-07-2019,European Conservatives and Reformists Group
23712,02-07-2019,12-06-2023,European Conservatives and Reformists Group
23712,13-06-2023,,European Conservatives and Reformists Group
28347,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28347,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197624,02-07-2019,,Renew Europe Group
205452,06-03-2020,08-03-2020,Non-attached Members
205452,09-03-2020,17-12-2020,Group of the European United Left
205452,18-12-2020,,The Left group in the European Parliament
197515,02-07-2019,,Group of the European People's Party (Christian Democrats)
96826,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96826,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96826,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
96826,05-03-2021,,Non-attached Members
